Bread,Victorian Sponge,,,,,,,,,,
Bread,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,,,,,,,,,,,
Frittata,Coffee,Tea,Hearty & Seasonal,,,,,,,,
Coffee,Frittata,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Victorian Sponge,Hot chocolate,Tea,Soup,,,,,,,,
Tea,,,,,,,,,,,
Cookies,Coffee,Juice,Coffee,,,,,,,,
Coffee,,,,,,,,,,,
Pick and Mix Bowls,Hearty & Seasonal,Hearty & Seasonal,Coffee,Smoothies,Coffee,,,,,,
Coffee,,,,,,,,,,,
Cake,,,,,,,,,,,
,Tartine,Mighty Protein,Tea,Coffee,,,,,,,
Hearty & Seasonal,Frittata,Mineral water,,,,,,,,,
Hearty & Seasonal,,Mineral water,Muffin,,,,,,,,
Frittata,Coffee,Tea,Scandinavian,Chicken sand,,,,,,,
Bread,Tea,Victorian Sponge,,,,,,,,,
Fudge,,,,,,,,,,,
Muffin,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
,Jam,Frittata,,,,,,,,,
Coffee,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Fudge,,,,,,,,,,,
Fudge,Tea,Coffee,Muffin,,,,,,,,
Frittata,Bread,Coffee,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Tartine,,Bread,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Pastry,Medialuna,,,,,,,,
Juice,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Jam,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Coke,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Tea,Pastry,Farm House,,,,,,,,,
Pastry,Pastry,Coffee,Juice,,,,,,,,
Coffee,Pastry,Juice,,,,,,,,,
Farm House,,,,,,,,,,,
Pastry,Pastry,Coffee,Bread,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Farm House,,,,,,,,,,,
,Bread,,,,,,,,,,
Coffee,Coffee,Medialuna,Muffin,Coffee,,,,,,,
Coffee,Tea,,Cake,,,,,,,,
Coffee,Coffee,Pastry,Pastry,,,,,,,,
Coffee,Tea,,,,,,,,,,
Farm House,Muffin,,,,,,,,,,
Bread,Muffin,Pastry,,,,,,,,,
Pastry,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Cake,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Cookies,Cake,Coffee,My-5 Fruit Shoot,,,,,,,,
Cookies,Cookies,Tea,Pastry,,,,,,,,
Coffee,Coffee,Muffin,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Cookies,,,,,,,,,,,
Jam,,Coffee,Coffee,Juice,,,,,,,
Coffee,Soup,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Jam,,,,,,,,,,
Farm House,,,,,,,,,,,
,Tartine,Coffee,Tea,,,,,,,,
Coffee,Coffee,Cake,,,,,,,,,
Coffee,Coffee,Muffin,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Tea,Juice,Pick and Mix Bowls,Cookies,,,,,,,,
Hearty & Seasonal,Soup,,,,,,,,,,
Hearty & Seasonal,Tea,Farm House,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Soup,,,,,,,,,,
Farm House,,,,,,,,,,,
Soup,Hearty & Seasonal,Coffee,,,,,,,,,
Bread,Muffin,Hearty & Seasonal,,,,,,,,,
Coffee,Coffee,Cookies,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Muffin,,,,,,,,,,
Tea,,,,,,,,,,,
Soup,Hearty & Seasonal,,,,,,,,,,
Coffee,Tea,Focaccia,,,,,,,,,
Sandwich,,,,,,,,,,,
Tartine,Coffee,,,,,,,,,,
Fudge,Coffee,Coffee,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coke,Soup,,,,,,,,,,
Muffin,,,,,,,,,,,
Tea,Coffee,Cookies,Muffin,,,,,,,,
Mighty Protein,Hearty & Seasonal,Coffee,Coke,,,,,,,,
Tea,Muffin,Sandwich,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Bread,Hot chocolate,Cookies,,,,,,,,,
Mineral water,Muffin,,,,,,,,,,
Tea,,,,,,,,,,,
Muffin,,,,,,,,,,,
Coffee,Juice,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Muffin,,,,,,,,,,
Sandwich,Hearty & Seasonal,Bread,Mineral water,,,,,,,,
Tea,Coffee,,,,,,,,,,
Mineral water,,,,,,,,,,,
Coffee,,,,,,,,,,,
Soup,Tea,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,Muffin,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Cookies,Coffee,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Jam,Tea,,,,,,,,,,
Tea,Tea,,,,,,,,,,
Pastry,Pastry, Ella's Kitchen Pouches],,,,,,,,,
Pastry,,,,,,,,,,,
Farm House,,Tea,,,,,,,,,
Tea,Victorian Sponge,,,,,,,,,,
Tea,Pastry,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Coffee,Pastry,Pastry,,,,,,,,,
Soup,Tea,,,,,,,,,,
,Bread,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Bread,,,,,,,,,,
Bread,,Scandinavian,,,,,,,,,
Bread,Cake,Cookies,,,,,,,,,
Coffee,Coffee,Tea,,,,,,,,,
Coffee,Cookies,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
,Coffee,Pastry,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Scandinavian,Bread,,,,,,,,,,
Coffee,Coffee,Pastry,,,,,,,,,
Scandinavian,Coffee,Pastry,,,,,,,,,
Hearty & Seasonal,Coffee,Muffin,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Soup,Coffee,,,,,,,,,,
Coffee,Cookies,Tartine,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Tea,Tea,,,,,,,,,
Pastry,Coffee,,,,,,,,,,
Tartine,Coffee,,,,,,,,,,
Bread,Cookies,,,,,,,,,,
Sandwich,,,,,,,,,,,
Tartine,,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Bread,Scandinavian,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Alfajores,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Coke,Soup,,,,,,,,,
Cake,,,,,,,,,,,
Tea,Sandwich,Soup,,,,,,,,,
Coffee,,,,,,,,,,,
Hearty & Seasonal,Bread,,,,,,,,,,
Alfajores,,,,,,,,,,,
Cake,,,,,,,,,,,
Tea,Tea,Bread,,,,,,,,,
Coffee,Tea,Bread,Soup,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Fudge,,,,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Tea,Bread,Cookies,Pastry,,,,,,,,
Muffin,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Jam,Tea,,,,,,,,,,
Juice,Tea,Alfajores,,,,,,,,,
Cake,Muffin,Coffee,Soup,,,,,,,,
Hot chocolate,Cake,Coffee,,,,,,,,,
Cake,Cookies,,,,,,,,,,
Tea,Bread,,,,,,,,,,
Alfajores,Coffee,Coffee,Coffee,Juice,,,,,,,
Coffee,Tea,Soup,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Cookies,,,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,Eggs,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Coffee,Coffee,Pastry,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,Coffee,Pastry,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Pastry,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Hot chocolate,Pastry,,,,,,,,,
Coke,,,,,,,,,,,
Coffee,Jam,,,,,,,,,,
Tea,,,,,,,,,,,
,Bread,Pastry,,,,,,,,,
Coffee,Alfajores,Farm House,,,,,,,,,
Tea,Pastry,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Jam,,,,,,,,,,
Coffee,Tea,Coffee,Pastry,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,Bread,Pastry,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Coffee,Pastry,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
,Coffee,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Bread,Bread,,,,,,,,,,
Bread,Coffee,Pastry,,,,,,,,,
Pastry,Coffee,,,,,,,,,,
Coffee,Farm House,,,,,,,,,,
Farm House,Farm House,Pastry,,,,,,,,,
Bread,Juice,Alfajores,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Bread,Alfajores,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Cookies,,,,,,,,,,
Coffee,,,,,,,,,,,
Cookies,,,,,,,,,,,
Hearty & Seasonal,,,,,,,,,,,
Coffee,,,,,,,,,,,
Jam,Tartine,Bread,,,,,,,,,
Farm House,Scandinavian,,,,,,,,,,
Hearty & Seasonal,Coffee,Muffin,Scandinavian,,,,,,,,
Tartine,Pick and Mix Bowls,,Coffee,Coke,,,,,,,
Bread,,,,,,,,,,,
Scandinavian,Farm House,Alfajores,Coffee,Coffee,,,,,,,
Juice,Mineral water,Soup,,,,,,,,,
Soup,Tea,,,,,,,,,,
Juice,Tea,Cookies,Soup,,,,,,,,
Hearty & Seasonal,Tea,,,,,,,,,,
Fudge,,,,,,,,,,,
Coffee,Mineral water,Juice,Soup,,,,,,,,
Hearty & Seasonal,,,,,,,,,,,
Hearty & Seasonal,Smoothies,,,,,,,,,,
Hearty & Seasonal,Tea,,,,,,,,,,
Coffee,Sandwich,Sandwich,,,,,,,,,
Cookies,Farm House,,,,,,,,,,
Soup,Tea,Juice,,,,,,,,,
Soup,,,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Cookies,Tea,,,,,,,,,,
Soup,Hearty & Seasonal,Bread,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Coffee,,,,,,,,,,,
Fudge,,,,,,,,,,,
Tea,,,,,,,,,,,
Soup,Tea,,,,,,,,,,
Juice,,,,,,,,,,,
Alfajores,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Alfajores,,,,,,,,,,
Juice,Alfajores,Cookies,Pick and Mix Bowls,Mineral water,,,,,,,
Coffee,Alfajores,,,,,,,,,,
Fudge,,,,,,,,,,,
Mighty Protein,Juice,,,,,,,,,,
Coffee,Mineral water,Alfajores,,,,,,,,,
Mighty Protein,Coffee,,,,,,,,,,
Alfajores,,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Medialuna,Medialuna,,,,,,,,,,
Medialuna,Bread,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Pastry,,,,,,,,,,
Farm House,,,,,,,,,,,
,Coffee,Coffee,Pastry,Pastry,Coffee,,,,,,
Medialuna,,,,,,,,,,,
Bread,,Tea,Sandwich,,,,,,,,
Bread,,,,,,,,,,,
Jam,Coffee,Farm House,,,,,,,,,
Focaccia,,,,,,,,,,,
Bread,,,,,,,,,,,
Tartine,Pastry,Bread,My-5 Fruit Shoot,,,,,,,,
Farm House,Pastry,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Jam,Coffee,,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Coffee,Tea,Bread,,,,,,,,,
Jam,,,,,,,,,,,
Pastry,Medialuna,Medialuna,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Pastry,,,,,,,,,,,
Farm House,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Brownie,Alfajores,Fudge,,,,,,,,
Bread,Fudge,Cookies,,,,,,,,,
Coffee,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Coffee,Jam,Pastry,,,,,,,,
Soup,Coffee,,,,,,,,,,
Smoothies,Soup,Hearty & Seasonal,Pastry,,,,,,,,
Pastry,Bread,,,,,,,,,,
Pastry,Medialuna,,,,,,,,,,
,Tea,Coffee,,,,,,,,,
Bread,Cookies,,,,,,,,,,
Coffee,Coffee,Bread,Hearty & Seasonal,Pick and Mix Bowls,Sandwich,Focaccia,,,,,
Coffee,,,,,,,,,,,
Coffee,Sandwich,Brownie,,,,,,,,,
Brownie,Cookies,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Sandwich,,Bread,Coffee,,,,,,,,
Coffee,Hot chocolate,,,,,,,,,,
Tea,,,,,,,,,,,
Sandwich,Coffee,Brownie,,,,,,,,,
Brownie,Pastry,Focaccia,Farm House,,,,,,,,
Cake,Focaccia,,,,,,,,,,
Soup,Hearty & Seasonal,Mineral water,,,,,,,,,
Hearty & Seasonal,,,,,,,,,,,
Hearty & Seasonal,,,,,,,,,,,
Coffee,Coffee,Pastry,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Cake,,,,,,,,,,
Coffee,Soup,,,,,,,,,,
Bread,Focaccia,Fudge,,,,,,,,,
Hot chocolate,Coffee,Alfajores,,,,,,,,,
Brownie,Pastry,Cake,,,,,,,,,
Medialuna,Alfajores,Dulce de Leche,,,,,,,,,
Dulce de Leche,Alfajores,,,,,,,,,,
Bread,Cake,,,,,,,,,,
Cake,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Sandwich,,,,,,,,,,,
Bread,Coffee,Alfajores,Medialuna,,,,,,,,
Coffee,,,,,,,,,,,
Bread,Alfajores,,,,,,,,,,
Tea,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Dulce de Leche,,,,,,,,,,,
Farm House,,,,,,,,,,,
Fudge,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Alfajores,Juice, Ella's Kitchen Pouches,Brownie,,,,,,,
Alfajores,,,,,,,,,,,
Alfajores,Brownie,Cookies,Bread,Juice,,,,,,,
Cake,Cookies,,,,,,,,,,
Pick and Mix Bowls,,,,,,,,,,,
Coffee,,,,,,,,,,,
Farm House,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,,,,,,,,,,,
Focaccia,Farm House,,,,,,,,,,
Dulce de Leche,,,,,,,,,,,
Juice,My-5 Fruit Shoot, Ella's Kitchen Pouches,Cookies,,,,,,,,
Bread,,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,,,,,,,,,,,
Medialuna,,,,,,,,,,,
Bread,Tea,Jam,,,,,,,,,
Farm House,,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Medialuna,Pastry,Medialuna,,,,,,,,,
Coffee,Coffee,Jam,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Bread,Jam,,,,,,,,,,
Jam,Bread,,,,,,,,,,
Coffee,Bread,,,,,,,,,,
Bread,Farm House,,,,,,,,,,
Bread,Coffee,Coffee,,,,,,,,,
Tea,Pastry,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Pastry,Brownie,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Coffee,Honey,Cookies,,,,,,,,
Tea,,,,,,,,,,,
Bread,,,,,,,,,,,
Brownie,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Tea,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Bread,Bread,,,,,,,,,,
Bread,The BART,,,,,,,,,,
Coffee,,Brownie,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Brownie,,,,,,,,,,
Mineral water,Coffee,Coffee,Tartine,,,,,,,,
Brownie,Coffee,,,,,,,,,,
Brownie,Juice,,,,,,,,,,
Coffee,Coffee,Bread,Tea,Alfajores,Medialuna,Pastry,Jam,,,,
Bread,,,,,,,,,,,
Fudge,Fudge,,,,,,,,,,
Coffee,Pick and Mix Bowls,,,,,,,,,,
Pastry,Bread,,,,,,,,,,
Soup,Scandinavian,Coffee,Mineral water,,,,,,,,
Juice,Mineral water,Sandwich,Pick and Mix Bowls,,,,,,,,
Bread,,,Pastry,Bread,,,,,,,
Hearty & Seasonal,Hearty & Seasonal,Coffee,Coffee,,,,,,,,
Bread,Hearty & Seasonal,Coffee,Mineral water,,,,,,,,
Coffee,Tartine,Sandwich,Brownie,,,,,,,,
Coffee,Brownie,,,,,,,,,,
Alfajores,Coffee,Tartine,,,,,,,,,
Mighty Protein,Coffee,,,,,,,,,,
Coffee,Hot chocolate,,,,,,,,,,
Soup,Jam,Coffee,Coffee,,,,,,,,
Mineral water,Brownie,,,,,,,,,,
Scandinavian,Coffee,,,,,,,,,,
Scandinavian,Coffee,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,Coffee,Hot chocolate,Brownie,Hearty & Seasonal,,,,,,,
Tea,Cake,,,,,,,,,,
Medialuna,,,,,,,,,,,
Alfajores,Tea,Coffee,,,,,,,,,
Coffee,Juice,Brownie,Alfajores,,,,,,,,
Coffee,Sandwich,,,,,,,,,,
Bread,Soup,,,,,,,,,,
Soup,Bread,,,,,,,,,,
Bread,,,,,,,,,,,
Tea,Brownie,Cookies,,,,,,,,,
Coffee,Bread,Brownie,,,,,,,,,
Brownie,,,,,,,,,,,
Cookies,Bread,Jam,,,,,,,,,
Coffee,,,,,,,,,,,
Tea,Brownie,Tea,,,,,,,,,
Alfajores,Medialuna,Scandinavian,,,,,,,,,
Hot chocolate,Coffee,Alfajores,Cookies,,,,,,,,
Brownie,,,,,,,,,,,
Fudge,,,,,,,,,,,
Tea,Brownie,,,,,,,,,,
Dulce de Leche,Fudge,,,,,,,,,,
Bread,Scandinavian,Fudge,Granola,Pastry,Coffee,,,,,,
Bread,Fudge,,,,,,,,,,
Hot chocolate,Coffee,,Medialuna,Medialuna,,,,,,,
Bread,,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Bread,Coffee,Medialuna,Jam,,,,,,,,
Jam,Coffee,Brownie,,,,,,,,,
Bread,Coffee,Jam,,,,,,,,,
Scandinavian,,,,,,,,,,,
Coffee,Cookies,,,,,,,,,,
Coffee,Coffee,Scandinavian,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
,Jam,Brownie,Coffee,Coffee,,,,,,,
Coffee,,,,,,,,,,,
Brownie,Hot chocolate,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Bread,Medialuna,,,,,,,,,
Coffee,Hot chocolate,Brownie,,,,,,,,,
Scandinavian,,,,,,,,,,,
,Basket,Bread,,,,,,,,,
Coffee,Bread,Brownie,,,,,,,,,
Cake,Fudge,,,,,,,,,,
Coffee,Hot chocolate,Coffee,Basket,,,,,,,,
Scandinavian,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Coffee,Bread,Coffee,Cake,Medialuna,,,,,,,
Coffee,Coffee,Medialuna,,,,,,,,,
Bread,Pastry,,,,,,,,,,
Bread,Brownie,,,,,,,,,,
Medialuna,Farm House,,,,,,,,,,
Bread,Medialuna,,,,,,,,,,
Brownie,Medialuna,Hot chocolate,Smoothies,Coffee,,,,,,,
Bread,Tea,Coffee,Brownie,Medialuna,,,,,,,
Medialuna,Medialuna,Cookies,,,,,,,,,
Coffee,Medialuna,,,,,,,,,,
Bread,Fudge,,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Coffee,Cookies,,,,,,,,,,
Pastry,Bread,Brownie,,,,,,,,,
Bread,Coffee,Bread,,,,,,,,,
,Coffee,Coffee,Tea,,,,,,,,
Bread,,,,,,,,,,,
Medialuna,Coffee,,,,,,,,,,
My-5 Fruit Shoot,Coffee,Brownie,,,,,,,,,
Coffee,Fudge,,,,,,,,,,
Coffee,,,,,,,,,,,
Coffee,Basket,,,,,,,,,,
Farm House,,,,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Brownie,,,,,,,,,,
Scandinavian,Brownie,My-5 Fruit Shoot,,,,,,,,,
,Tartine,Coffee,Hot chocolate,Brownie,,,,,,,
Brownie,Bread,Hot chocolate,,,,,,,,,
Jam,Fudge,,,,,,,,,,
Coffee,,,,,,,,,,,
Fudge,,,,,,,,,,,
Mighty Protein,Hearty & Seasonal,Coffee,Tea,Cake,,,,,,,
Coffee,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Cake,Victorian Sponge,Scandinavian,,,,,,,,,
Tea,Cake,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Bread,,,,,,,,,,,
Frittata,,,,,,,,,,,
Coffee,Coffee,My-5 Fruit Shoot,Brownie,,,,,,,,
Focaccia,Fairy Doors,,,,,,,,,,
,Tea,Coffee,Coffee,,,,,,,,
Hot chocolate,Hearty & Seasonal,Pick and Mix Bowls,Brownie,,,,,,,,
Frittata,Coffee,,,,,,,,,,
Bread,Brownie,,,,,,,,,,
Frittata,,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,,,,,,,,,,,
Farm House,,,,,,,,,,,
Pick and Mix Bowls,Jam,Soup,Brownie,,,,,,,,
Hearty & Seasonal,Coffee,Tea,,,,,,,,,
Bread,,,,,,,,,,,
Bread,Frittata,,,,,,,,,,
Scandinavian,,,,,,,,,,,
,Tartine,Hot chocolate,Coffee,,,,,,,,
Coffee,Mighty Protein,,,,,,,,,,
Frittata,Coffee,,,,,,,,,,
Scandinavian,,,,,,,,,,,
Hearty & Seasonal,Coffee,Mineral water,,,,,,,,,
Scandinavian,,,,,,,,,,,
Bread,Coffee,,,,,,,,,,
Hearty & Seasonal,Soup,Bread,Coffee,,,,,,,,
Brownie,Cake,Tea,,,,,,,,,
Mighty Protein,Coffee,,,,,,,,,,
Coffee,Tea,Brownie,Soup,,,,,,,,
Cake,,,,,,,,,,,
Hot chocolate,Coffee,Cake,,,,,,,,,
Hearty & Seasonal,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
Frittata,Coffee,Brownie,,,,,,,,,
Sandwich,Frittata,Coke,Mineral water,Brownie,,,,,,,
Granola,Scandinavian,,,,,,,,,,
Coffee,Coke,Coffee,,,,,,,,,
Tea,Tea,Brownie,Cake,,,,,,,,
Fudge,,,,,,,,,,,
Coffee,,,,,,,,,,,
Brownie,,,,,,,,,,,
Cake,,,,,,,,,,,
Tea,,,,,,,,,,,
Coffee,Coffee,Coffee,Soup,Sandwich,Cake,,,,,,
Coffee,Bread,Brownie,,,,,,,,,
Bread,Coffee,Brownie,,,,,,,,,
Coffee,Bread,Brownie,,,,,,,,,
Brownie,Coffee,,,,,,,,,,
Coffee,Soup,Brownie,,,,,,,,,
Fudge,,,,,,,,,,,
Bread,Focaccia,,,,,,,,,,
Bread,Farm House,Jam,,,,,,,,,
Hot chocolate,Brownie,,,,,,,,,,
Hot chocolate,,,,,,,,,,,
Coffee,Brownie,,,,,,,,,,
Medialuna,Pastry,,,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Pastry,Bread,,,,,,,,,
,Coffee,Mineral water,,,,,,,,,
Pastry,Bread,Hot chocolate,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Jam,Coffee,Coffee,Bread,,,,,,,,
,Coffee,Coffee,Pastry,,,,,,,,
,Medialuna,Coffee,Coffee,Focaccia,Hearty & Seasonal,,,,,,
Bread,Farm House,Coffee,Jam,,,,,,,,
Farm House,,,,,,,,,,,
Coffee,Tea,Pastry,Medialuna,,,,,,,,
Pastry,Medialuna,Coffee,,,,,,,,,
Coffee,Hot chocolate,Basket,Farm House,,,,,,,,
Pastry,Farm House,,,,,,,,,,
Hot chocolate,Coffee,My-5 Fruit Shoot,,,,,,,,,
Pastry,Medialuna,Muffin,,,,,,,,,
Farm House,,,,,,,,,,,
Muffin,Pastry,Focaccia,,,,,,,,,
Coffee,Tea,,,,,,,,,,
Bread,,,,,,,,,,,
Focaccia,,,,,,,,,,,
Coffee,Hot chocolate,Pastry,Jam,,,,,,,,
Bread,,,,,,,,,,,
Coffee,Pastry,Bread,,,,,,,,,
Tea,,,,,,,,,,,
Hot chocolate,Coffee,Mineral water,,,,,,,,,
Coffee,Coffee,,,,,,,,,,
Coffee,,,,,,,,,,,
,Jam,Coffee,Coffee,,,,,,,,
Muffin,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
Bread,,,,,,,,,,,
