"Treasure Hunt";"Puzzle";"/game/4073.html";"1982"
"Video Trek 88";"Strategy";"/game/5395.html";"1982"
"Voyager I: Sabotage of the Robot Ship";"Action";"/game/9966.html";"1982"
"The Warp Factor";"Simulation";"/game/3950.html";"1982"
"Warren's World: Lost Colony";"Strategy";"/game/7125.html";"1982"
"Warrior of Ras, Volume I: Dunzhin";"RPG";"/game/4200.html";"1982"
"XO-Fighter";"Arcade";"/game/7967.html";"1982"
"XWing Fighter";"Action";"/game/7159.html";"1982"
"Zork I";"Interactive Fiction";"/game/1272.html";"1982"
"Zork II";"Interactive Fiction";"/game/8720.html";"1982"
"3-Demon";"Arcade";"/game/1253.html";"1983"
"Adventures in Math";"Educational";"/game/6170.html";"1983"
"Afghanistan";"Strategy";"/game/9066.html";"1983"
"Amazing Maze";"Puzzle";"/game/4011.html";"1983"
"Backgammon 5.0";"Tabletop";"/game/6123.html";"1983"
"Battle for Normandy";"Strategy";"/game/3668.html";"1983"
"Battlezone";"Action";"/game/1767.html";"1983"
"Beneath Apple Manor";"RPG";"/game/3813.html";"1983"
"Bert and the Snake";"Arcade";"/game/6381.html";"1983"
"Big Top";"Arcade";"/game/2308.html";"1983"
"BurgerTime";"Arcade";"/game/2567.html";"1983"
"Bushido";"Arcade";"/game/969.html";"1983"
"Buzzard Bait";"Arcade";"/game/2627.html";"1983"
"Centipede";"Arcade";"/game/2422.html";"1983"
"Conquest";"Arcade";"/game/1118.html";"1983"
"Crush, Crumble and Chomp!";"Arcade";"/game/2284.html";"1983"
"Czorian Siege";"Arcade";"/game/3223.html";"1983"
"Defender";"Arcade";"/game/2303.html";"1983"
"Demon Attack";"Arcade";"/game/3276.html";"1983"
"Dig Dug";"Arcade";"/game/3277.html";"1983"
"Digger";"Arcade";"/game/3324.html";"1983"
"Dino Eggs";"Arcade";"/game/6428.html";"1983"
"Donkey Kong";"Arcade";"/game/2222.html";"1983"
"Enchanter";"Interactive Fiction";"/game/5177.html";"1983"
"Epidemic!";"Strategy";"/game/3811.html";"1983"
"Evolution";"Arcade";"/game/2682.html";"1983"
"The Exterminator";"Arcade";"/game/4434.html";"1983"
"Fleet Sweep";"Arcade";"/game/4440.html";"1983"
"Forbidden Quest";"Interactive Fiction";"/game/7571.html";"1983"
"Fowl Play";"Arcade";"/game/4698.html";"1983"
"Freddy Fish";"Arcade";"/game/2330.html";"1983"
"Frogger";"Arcade";"/game/2070.html";"1983"
"Galactic Gladiators";"Strategy";"/game/3348.html";"1983"
"Galaxian";"Arcade";"/game/1265.html";"1983"
"The Hobbit";"Interactive Fiction";"/game/5937.html";"1983"
"In Search of the Most Amazing Thing";"Adventure";"/game/2686.html";"1983"
"Infidel";"Interactive Fiction";"/game/1495.html";"1983"
"J-Bird";"Arcade";"/game/4453.html";"1983"
"Joust";"Arcade";"/game/1119.html";"1983"
"Jungle Hunt";"Arcade";"/game/2872.html";"1983"
"Knights of the Desert: The North African Campaign of 1941-43";"Strategy";"/game/3875.html";"1983"
"Lode Runner";"Arcade";"/game/1111.html";"1983"
"MasterType";"Arcade";"/game/8291.html";"1983"
"Midway Campaign";"Strategy";"/game/3846.html";"1983"
"Mine Shaft";"Arcade";"/game/3740.html";"1983"
"Miner 2049er";"Arcade";"/game/3894.html";"1983"
"Moon Bugs";"Arcade";"/game/4111.html";"1983"
"Moon Patrol";"Arcade";"/game/2304.html";"1983"
"Mouser";"Puzzle";"/game/3745.html";"1983"
"Ms. Pac-Man";"Arcade";"/game/3746.html";"1983"
"Mystery Master: Murder by the Dozen";"Puzzle";"/game/3750.html";"1983"
"Night Stalker";"Arcade";"/game/5124.html";"1983"
"Oil Barons";"Strategy";"/game/4328.html";"1983"
"One Hundred and One Monochrome Mazes";"Arcade";"/game/5418.html";"1983"
"Oubliette";"RPG";"/game/4103.html";"1983"
"Pac-Man";"Arcade";"/game/1861.html";"1983"
"Packman";"Arcade";"/game/5809.html";"1983"
"Pango";"Arcade";"/game/4101.html";"1983"
"PC Pool";"Sports";"/game/8147.html";"1983"
"Pipes";"Puzzle";"/game/4098.html";"1983"
"Planetfall";"Interactive Fiction";"/game/5959.html";"1983"
"Robotron: 2084";"Arcade";"/game/3612.html";"1983"
"Sailing: An Adventure in the Bermuda Triangle";"Other";"/game/4085.html";"1983"
"ScubaVenture";"Arcade";"/game/4145.html";"1983"
"Sea Dragon";"Arcade";"/game/2296.html";"1983"
"Sleuth";"Interactive Fiction";"/game/6435.html";"1983"
"Space Commanders";"Arcade";"/game/5312.html";"1983"
"Space Miner";"Arcade";"/game/4476.html";"1983"
"Spy Hunter";"Arcade";"/game/4184.html";"1983"
"Spyder";"Arcade";"/game/4361.html";"1983"
"Star Trek";"Strategy";"/game/7079.html";"1983"
"Star Trek: Strategic Operations Simulator";"Arcade";"/game/7504.html";"1983"
"Starmaxx";"Action";"/game/6119.html";"1983"
"StarQuest: Rescue at Rigel";"RPG";"/game/3579.html";"1983"
"StarQuest: Star Warrior";"RPG";"/game/6371.html";"1983"
"Styx";"Arcade";"/game/1867.html";"1983"
"Suspended";"Interactive Fiction";"/game/6346.html";"1983"
"Tapper";"Arcade";"/game/1879.html";"1983"
"Trains";"Strategy";"/game/4231.html";"1983"
"Type Attack";"Arcade";"/game/7868.html";"1983"
"Ultima II: The Revenge of the Enchantress";"RPG";"/game/68.html";"1983"
"VC";"Strategy";"/game/9749.html";"1983"
"Virus Rage";"Arcade";"/game/7758.html";"1983"
"The Witness";"Interactive Fiction";"/game/1218.html";"1983"
"Zork III";"Interactive Fiction";"/game/8721.html";"1983"
"3-K Trivia";"Educational";"/game/6603.html";"1984"
"Alley Cat";"Arcade";"/game/276.html";"1984"
"Amazon";"Interactive Fiction";"/game/5935.html";"1984"
"The Ancient Art of War";"Strategy";"/game/1121.html";"1984"
"Antarctic Adventure";"Arcade";"/game/3806.html";"1984"
"Archon";"Strategy";"/game/978.html";"1984"
"BC's Quest for Tires";"Arcade";"/game/2867.html";"1984"
"Beast";"Arcade";"/game/6593.html";"1984"
"Below the Root";"Adventure";"/game/3213.html";"1984"
"Bird-Brain";"Arcade";"/game/4671.html";"1984"
"The Black Sanctum";"Interactive Fiction";"/game/7587.html";"1984"
"Blackjack";"Tabletop";"/game/7200.html";"1984"
"Boulder Dash";"Arcade";"/game/7480.html";"1984"
"Bouncing Babies";"Arcade";"/game/4028.html";"1984"
"Bricks";"Arcade";"/game/6229.html";"1984"
"Buck Rogers: Planet of Zoom";"Arcade";"/game/1785.html";"1984"
"By Fire & Sword";"Strategy";"/game/3145.html";"1984"
"Castle Adventure";"Adventure";"/game/4181.html";"1984"
"Castle Wolfenstein";"Arcade";"/game/2077.html";"1984"
"Caverns of Zoarre";"RPG";"/game/1339.html";"1984"
"Chess88";"Tabletop";"/game/5914.html";"1984"
"Computer Circus Maximus";"Strategy";"/game/3818.html";"1984"
"Computer Diplomacy";"Strategy";"/game/3216.html";"1984"
"Congo Bongo";"Arcade";"/game/3217.html";"1984"
"Crime and Punishment";"Simulation";"/game/8813.html";"1984"
"Dare-Devil";"Arcade";"/game/4734.html";"1984"
"Devastator";"Arcade";"/game/4533.html";"1984"
"Dragonworld";"Interactive Fiction";"/game/6264.html";"1984"
"Encounter";"Arcade";"/game/7234.html";"1984"
"Facemaker";"Educational";"/game/8962.html";"1984"
"Fahrenheit 451";"Interactive Fiction";"/game/1146.html";"1984"
"Flightmare";"Arcade";"/game/4050.html";"1984"
"Freddy's Rescue Roundup";"Arcade";"/game/4060.html";"1984"
"Frogger II: Three Deep";"Arcade";"/game/2216.html";"1984"
"GATO";"Simulation";"/game/124.html";"1984"
"Gertrude's Secrets";"Puzzle";"/game/6211.html";"1984"
"Gremlins";"Arcade";"/game/2446.html";"1984"
"Grime";"Arcade";"/game/6591.html";"1984"
"Hard Hat Mack";"Arcade";"/game/1766.html";"1984"
"Hedgehog";"Arcade";"/game/6582.html";"1984"
"Hellcat Ace";"Simulation";"/game/3864.html";"1984"
"The Hitchhiker's Guide to the Galaxy";"Interactive Fiction";"/game/5953.html";"1984"
"ICON: Quest for the Ring";"Adventure";"/game/3383.html";"1984"
"In the Chips";"Strategy";"/game/7652.html";"1984"
"Incunabula";"Strategy";"/game/3160.html";"1984"
"International Bridge Constructors";"Strategy";"/game/9024.html";"1984"
"Janitor Joe";"Arcade";"/game/3513.html";"1984"
"Jet Pilot";"Simulation";"/game/6273.html";"1984"
"Julius Erving and Larry Bird Go One-on-One";"Sports";"/game/2942.html";"1984"
"Jumpman";"Arcade";"/game/2229.html";"1984"
"Kaptajn Kaper i Kattegat";"Other";"/game/7420.html";"1984"
"Lost Tomb";"Arcade";"/game/4250.html";"1984"
"Mack's Domino Parlor";"Tabletop";"/game/9240.html";"1984"
"Memory Castle";"Educational";"/game/8082.html";"1984"
"MicroLeague Baseball: The Managers Challenge";"Sports";"/game/3889.html";"1984"
"Microsurgeon";"Arcade";"/game/4324.html";"1984"
"Mindshadow";"Interactive Fiction";"/game/5932.html";"1984"
"The Mist";"Interactive Fiction";"/game/1669.html";"1984"
"Monopolize";"Tabletop";"/game/8603.html";"1984"
"Montezuma's Revenge";"Arcade";"/game/2214.html";"1984"
"Murder on the Zinderneuf";"Quest";"/game/3747.html";"1984"
"Mystery Master: Felony!";"Puzzle";"/game/3749.html";"1984"
"Nerm of Bemer";"Arcade";"/game/7368.html";"1984"
"Othello";"Tabletop";"/game/7604.html";"1984"
"Out on a LEM";"Arcade";"/game/4631.html";"1984"
"PC Pool Challengers";"Sports";"/game/9132.html";"1984"
"Pitfall II: Lost Caverns";"Arcade";"/game/3532.html";"1984"
"Pitstop II";"Racing";"/game/3904.html";"1984"
"Q*bert";"Arcade";"/game/6931.html";"1984"
"Questprobe Featuring The Hulk";"Interactive Fiction";"/game/5939.html";"1984"
"Quink";"Educational";"/game/9690.html";"1984"
"Ribit";"Arcade";"/game/6926.html";"1984"
"River Raid";"Arcade";"/game/2890.html";"1984"
"Rocky's Boots";"Puzzle";"/game/6227.html";"1984"
"Rogue";"RPG";"/game/1206.html";"1984"
"Rollo and the Brush Brothers";"Arcade";"/game/4087.html";"1984"
"Seastalker";"Interactive Fiction";"/game/9700.html";"1984"
"Shamus";"Arcade";"/game/3565.html";"1984"
"Sierra Championship Boxing";"Sports";"/game/3568.html";"1984"
"Sky Jaguar";"Arcade";"/game/3915.html";"1984"
"Snake – Ultimate Version";"Arcade";"/game/6380.html";"1984"
"Soko-Ban";"Puzzle";"/game/2522.html";"1984"
"Spitfire Ace";"Simulation";"/game/3690.html";"1984"
"Stargate";"Arcade";"/game/1454.html";"1984"
"Suspect";"Interactive Fiction";"/game/6345.html";"1984"
"Touchdown Football";"Sports";"/game/3697.html";"1984"
"Troll's Tale";"Adventure";"/game/3245.html";"1984"
"Wizardry: Proving Grounds of the Mad Overlord";"RPG";"/game/684.html";"1984"
"Xonix";"Arcade";"/game/1865.html";"1984"
"Zaxxon";"Arcade";"/game/2075.html";"1984"
"Zyll";"RPG";"/game/4695.html";"1984"
"8088 Othello";"Tabletop";"/game/5903.html";"1985"
"Agent USA";"Strategy";"/game/3262.html";"1985"
"The Alpine Encounter";"Interactive Fiction";"/game/5944.html";"1985"
"Amulet of Yendor";"RPG";"/game/5814.html";"1985"
"Antix";"Arcade";"/game/5041.html";"1985"
"Archeodroid";"Puzzle";"/game/9040.html";"1985"
"Archery";"Arcade";"/game/5082.html";"1985"
"Battle of Antietam";"Strategy";"/game/2790.html";"1985"
"Beyond Castle Wolfenstein";"Arcade";"/game/2078.html";"1985"
"Cartels and Cutthroats";"Strategy";"/game/3215.html";"1985"
"Cavequest";"RPG";"/game/1335.html";"1985"
"Caverns of Bob!";"Arcade";"/game/1336.html";"1985"
"Caverns of Gink";"Arcade";"/game/7912.html";"1985"
"Chinese Chess";"Tabletop";"/game/9793.html";"1985"
"Creative Contraptions";"Puzzle";"/game/7635.html";"1985"
"Crusade in Europe";"Strategy";"/game/3154.html";"1985"
"Cyrus";"Tabletop";"/game/1788.html";"1985"
"The Dam Busters";"Simulation";"/game/3433.html";"1985"
"Decision in the Desert";"Strategy";"/game/3156.html";"1985"
"Disk Crash";"Arcade";"/game/4665.html";"1985"
"Doni's Mazes";"Puzzle";"/game/7750.html";"1985"
"Exodus: Ultima III";"RPG";"/game/126.html";"1985"
"F-15 Strike Eagle";"Simulation";"/game/2281.html";"1985"
"Fire Fighter";"Strategy";"/game/6630.html";"1985"
"Five-a-Side Indoor Soccer";"Sports";"/game/3493.html";"1985"
"Forbidden Castle";"Interactive Fiction";"/game/7570.html";"1985"
"Gulf Strike";"Strategy";"/game/1625.html";"1985"
"Hacker";"Other";"/game/2275.html";"1985"
"I, Damiano - Wizard of Partestrada";"Interactive Fiction";"/game/5946.html";"1985"
"Invaders";"Arcade";"/game/6437.html";"1985"
"James Bond 007: A View to a Kill";"Interactive Fiction";"/game/5948.html";"1985"
"Jet";"Simulation";"/game/3673.html";"1985"
"Läpi";"Arcade";"/game/6545.html";"1985"
"M.U.L.E.";"Strategy";"/game/4994.html";"1985"
"A Mind Forever Voyaging";"Interactive Fiction";"/game/5919.html";"1985"
"Mindwheel";"Interactive Fiction";"/game/9907.html";"1985"
"Monopoly";"Tabletop";"/game/6471.html";"1985"
"NCR Golf";"Sports";"/game/6658.html";"1985"
"Operation Market Garden: Drive on Arnhem, September 1944";"Strategy";"/game/4332.html";"1985"
"Orphée: Voyage aux Enfers";"Interactive Fiction";"/game/6318.html";"1985"
"Perry Mason: The Case of the Mandarin Murder";"Interactive Fiction";"/game/7361.html";"1985"
"Pinball Construction Set";"Arcade";"/game/8175.html";"1985"
"Pride and Prejudice";"Other";"/game/9601.html";"1985"
"Psion Chess";"Sports";"/game/8414.html";"1985"
"Questprobe Featuring Human Torch and The Thing";"Interactive Fiction";"/game/5941.html";"1985"
"Rain";"Arcade";"/game/7208.html";"1985"
"RAM!";"Strategy";"/game/4092.html";"1985"
"Rambo: First Blood Part II";"Interactive Fiction";"/game/3550.html";"1985"
"Relentless Logic";"Puzzle";"/game/7161.html";"1985"
"Rendezvous with Rama";"Interactive Fiction";"/game/4645.html";"1985"
"Reversi";"Tabletop";"/game/6282.html";"1985"
"Road Fighter";"Arcade";"/game/3907.html";"1985"
"Robot Odyssey";"Puzzle";"/game/2212.html";"1985"
"Sam Spade";"Interactive Fiction";"/game/7960.html";"1985"
"The Seven Cities of Gold";"Strategy";"/game/5163.html";"1985"
"Sherlock Holmes in ""Another Bow""";"Interactive Fiction";"/game/5945.html";"1985"
"Silent Service";"Simulation";"/game/2987.html";"1985"
"Silly Master Blaster";"Arcade";"/game/5168.html";"1985"
"Solo Flight";"Simulation";"/game/3622.html";"1985"
"Sopwith";"Arcade";"/game/1254.html";"1985"
"Space Commanders II";"Arcade";"/game/5313.html";"1985"
"Spacewar";"Arcade";"/game/4591.html";"1985"
"Star Fleet I: The War Begins!";"Strategy";"/game/1918.html";"1985"
"Star Trek: The Kobayashi Alternative";"Interactive Fiction";"/game/5951.html";"1985"
"Striker";"Arcade";"/game/5130.html";"1985"
"Strip Poker";"Tabletop";"/game/7856.html";"1985"
"Super Football Sunday";"Strategy";"/game/3691.html";"1985"
"Telengard";"RPG";"/game/1919.html";"1985"
"Temple of Apshai Trilogy";"RPG";"/game/3583.html";"1985"
"Tennis";"Sports";"/game/3936.html";"1985"
"Voodoo Island";"Interactive Fiction";"/game/8097.html";"1985"
"Where in the World Is Carmen Sandiego?";"Adventure";"/game/5705.html";"1985"
"Willy the Worm";"Arcade";"/game/3983.html";"1985"
"Winnie the Pooh in the Hundred Acre Wood";"Quest";"/game/9691.html";"1985"
"Wishbringer";"Interactive Fiction";"/game/5923.html";"1985"
"Wizardry: Knight of Diamonds";"RPG";"/game/685.html";"1985"
"World Tour Golf";"Sports";"/game/3661.html";"1985"
"The World's Greatest Baseball Game";"Sports";"/game/3962.html";"1985"
"The Worm";"Arcade";"/game/4677.html";"1985"
"Yatzy";"Tabletop";"/game/9887.html";"1985"
"50 Mission Crush";"Simulation";"/game/3459.html";"1986"
"ACE: Air Combat Emulator";"Simulation";"/game/2898.html";"1986"
"Alex Higgins World Snooker";"Sports";"/game/3810.html";"1986"
"Alter Ego";"Simulation";"/game/4810.html";"1986"
"America's Cup Yacht Racing Simulator";"Simulation";"/game/6246.html";"1986"
"The American Challenge: A Sailing Simulation";"Racing";"/game/3807.html";"1986"
"Animal Math";"Educational";"/game/6373.html";"1986"
"Arcade II";"Arcade";"/game/8573.html";"1986"
"Arcticfox";"Arcade";"/game/1130.html";"1986"
"Backgammon";"Tabletop";"/game/6053.html";"1986"
"Balance of Power";"Strategy";"/game/2624.html";"1986"
"Ballyhoo";"Interactive Fiction";"/game/9748.html";"1986"
"Baron: The Real Estate Simulation";"Strategy";"/game/3318.html";"1986"
"Batalia";"Arcade";"/game/5005.html";"1986"
"Beyond The Titanic";"Interactive Fiction";"/game/6646.html";"1986"
"The Black Cauldron";"Quest";"/game/2785.html";"1986"
"Blockade";"Arcade";"/game/6124.html";"1986"
"Board Games";"Tabletop";"/game/6469.html";"1986"
"Bob Winner";"Arcade";"/game/2832.html";"1986"
"Bop'N Wrestle";"Sports";"/game/3132.html";"1986"
"Breakers";"Interactive Fiction";"/game/9906.html";"1986"
"Championship Baseball";"Sports";"/game/3728.html";"1986"
"The Chessmaster 2000";"Tabletop";"/game/5535.html";"1986"
"Commando";"Arcade";"/game/2769.html";"1986"
"Conflict in Vietnam";"Strategy";"/game/708.html";"1986"
"The Crimson Crown";"Interactive Fiction";"/game/7165.html";"1986"
"Dedale";"Puzzle";"/game/4000.html";"1986"
"Deep Space: Operation Copernicus";"Simulation";"/game/2559.html";"1986"
"Diamond Digger";"Arcade";"/game/6629.html";"1986"
"Dr. Ruth's Computer Game of Good Sex";"Educational";"/game/7119.html";"1986"
"DragonFly";"Arcade";"/game/5309.html";"1986"
"Dragons: A Challenge in Chivalry";"Arcade";"/game/3997.html";"1986"
"Dungeons of Kroz";"Arcade";"/game/6964.html";"1986"
"EGA-Roids";"Arcade";"/game/7185.html";"1986"
"Elevator";"Arcade";"/game/4172.html";"1986"
"The Fellowship of the Ring";"Interactive Fiction";"/game/8102.html";"1986"
"GBA Championship Basketball: Two-on-Two";"Sports";"/game/3352.html";"1986"
"Gemini-2";"Action";"/game/9022.html";"1986"
"Gettysburg: The Turning Point";"Strategy";"/game/1291.html";"1986"
"Ghostbusters";"Arcade";"/game/3357.html";"1986"
"Gnafu";"Arcade";"/game/6613.html";"1986"
"Goldfields";"Strategy";"/game/4445.html";"1986"
"The Goonies";"Arcade";"/game/3858.html";"1986"
"Hacker II: The Doomsday Papers";"Other";"/game/2276.html";"1986"
"High Stakes by Dick Francis";"Interactive Fiction";"/game/1445.html";"1986"
"Imperial Space Command";"Strategy";"/game/5635.html";"1986"
"International Karate";"Fighting";"/game/1476.html";"1986"
"James Bond 007: Goldfinger";"Interactive Fiction";"/game/6787.html";"1986"
"Jewels Of Darkness";"Interactive Fiction";"/game/5512.html";"1986"
"Karateka";"Fighting";"/game/1647.html";"1986"
"King's Quest III: To Heir Is Human";"Quest";"/game/760.html";"1986"
"Larn";"RPG";"/game/5075.html";"1986"
"Leather Goddesses of Phobos";"Interactive Fiction";"/game/7741.html";"1986"
"Leygref's Castle";"RPG";"/game/7943.html";"1986"
"Link Four";"Puzzle";"/game/6584.html";"1986"
"Livingstone Supongo";"Arcade";"/game/2069.html";"1986"
"Lunar Explorer: A Space Flight Simulator";"Simulation";"/game/4621.html";"1986"
"Mean 18";"Sports";"/game/3737.html";"1986"
"Mickey's Space Adventure";"Quest";"/game/3888.html";"1986"
"Monkey Business";"Puzzle";"/game/4545.html";"1986"
"Moonmist";"Interactive Fiction";"/game/6992.html";"1986"
"Ninja";"Arcade";"/game/2400.html";"1986"
"Ogre";"Strategy";"/game/3478.html";"1986"
"Orbiter";"Simulation";"/game/3682.html";"1986"
"Othello";"Tabletop";"/game/6653.html";"1986"
"The Pawn";"Interactive Fiction";"/game/5927.html";"1986"
"PC BOWL – Electron Lanes";"Sports";"/game/6655.html";"1986"
"Pentix";"Puzzle";"/game/6468.html";"1986"
"Portal: A Computer Novel";"Adventure";"/game/3239.html";"1986"
"Psi-5 Trading Company";"Strategy";"/game/3542.html";"1986"
"Pure-Stat Baseball";"Sports";"/game/4551.html";"1986"
"Pyramid Power";"Arcade";"/game/4345.html";"1986"
"Questprobe Featuring Spider-Man";"Interactive Fiction";"/game/5940.html";"1986"
"Radio Baseball";"Sports";"/game/7942.html";"1986"
"Risk";"Strategy";"/game/7429.html";"1986"
"Rockets";"Arcade";"/game/4757.html";"1986"
"Rogue Runner";"Other";"/game/6252.html";"1986"
"Round 42";"Arcade";"/game/4146.html";"1986"
"Saloon";"Other";"/game/6453.html";"1986"
"Serpy";"Arcade";"/game/4833.html";"1986"
"Shanghai";"Tabletop";"/game/4828.html";"1986"
"Shard of Spring";"RPG";"/game/1308.html";"1986"
"Shawl";"Puzzle";"/game/4143.html";"1986"
"Sherlock Holmes: The Vatican Cameos";"Interactive Fiction";"/game/6704.html";"1986"
"Shooting Gallery";"Arcade";"/game/6597.html";"1986"
"Silicon Dreams";"Interactive Fiction";"/game/2782.html";"1986"
"Snake Pit";"Arcade";"/game/6382.html";"1986"
"Space Quest: The Sarien Encounter";"Quest";"/game/3105.html";"1986"
"Star Trek: The Promethean Prophecy";"Interactive Fiction";"/game/5950.html";"1986"
"Starflight";"RPG";"/game/1915.html";"1986"
"Starglider";"Arcade";"/game/2239.html";"1986"
"subLOGIC Football";"Sports";"/game/4507.html";"1986"
"Summer Games II";"Sports";"/game/3581.html";"1986"
"Super BoulderDash";"Arcade";"/game/2087.html";"1986"
"Tag Team Wrestling";"Sports";"/game/3933.html";"1986"
"Tank Wars";"Arcade";"/game/3835.html";"1986"
"Tass Times in Tonetown";"Adventure";"/game/3644.html";"1986"
"Tera";"RPG";"/game/4230.html";"1986"
"Tetris";"Puzzle";"/game/1341.html";"1986"
"Thomas M. Disch's Amnesia";"Interactive Fiction";"/game/5907.html";"1986"
"Transylvania";"Interactive Fiction";"/game/7166.html";"1986"
"Tribute to Tetris";"Puzzle";"/game/6383.html";"1986"
"Triclops Invasion";"Simulation";"/game/5285.html";"1986"
"Tycoon: The Commodity Market Simulation";"Strategy";"/game/3593.html";"1986"
"Universe II";"Simulation";"/game/5095.html";"1986"
"Wargame Construction Set";"Strategy";"/game/3089.html";"1986"
"Where in the U.S.A. Is Carmen Sandiego?";"Puzzle";"/game/6500.html";"1986"
"Wilderness: A Survival Adventure";"Other";"/game/2196.html";"1986"
"Winter Games";"Sports";"/game/3658.html";"1986"
"Wizardry: Legacy of Llylgamyn";"RPG";"/game/686.html";"1986"
"World Games";"Sports";"/game/3104.html";"1986"
"World Karate Championship";"Fighting";"/game/3605.html";"1986"
"The Worm Game";"Arcade";"/game/4498.html";"1986"
"X-Fighter";"Arcade";"/game/4067.html";"1986"
"Zork Trilogy";"Interactive Fiction";"/game/1346.html";"1986"
"10th Frame";"Sports";"/game/3458.html";"1987"
